text,in_reply,quoted_text,is_sarcastic
eu n to com cabeça pra nada,,,0
chegar la primeiramente matando o professor de fisica,n acredito que amanha vou ter que ir pra escola ver isso,,0
@fellsszk vai dizer q madame nao gosta?¿,@jinieseokj jesus,,0
Falou tudo q eu penso,Obrigado @clistenesm https://t.co/XjHgh9K8yI,,0
@uumpequeno  me deixou morta de vergonha hoje🤦‍♀️,,,0
"@stagomes Pode ser na casa do vizinho, meu edredom e o travesseiro vão comigo",Vcs tb levam uma mantinha quando vão viajar? Cada dia que passa eu to me sentindo mais a minha avó,,0
o ask do cavajes eu to tendo um avc lendo,,,0
"Tem categorias que precisam ser revistas!
As Polícias precisam de um cuidado especial!
Não é privilégio! https://t.co/itr48t2qmT",,"Os deputados da oposição dizendo que eles defendem a ""segurança pública"", são os mesmos que defendem o desarmamento, que são contra o excludente de ilicitude proposto por Bolsonaro e que estavam terça-feira batendo no Ministro Moro (Ministro da Justiça e SEGURANÇA PÚBLICA).",0
Mal comecei a trabalhar quero minha casa ☹,,,0
@nnicomedia Muito linda,"gente mas rapidao, olha meu cabelo curto, tu é doido!!!
cabelo curto é um caminho mto sem volta mas n corto mais, juro https://t.co/h1Dzdog5lP",,0
"E claro, aquela regra básica de fazer a separação pra não se frustrar

Livro é livro 
Desenho é desenho
Live action é live action

É separar um do outro pra não criar expectativa e tomar no cu","No mais é esperar lançar o filme e esperar que a disney não cague com mais um live action. O live action ser uma bosta não é culpa dos atores e sim dos produtores, roteiristas e direção.",,0
@johnpavlovitz @realDonaldTrump Bravo!,@realDonaldTrump Tanks for nothing...,,0
"cara NAO É PRA PORRA DO MORO
parem de dar posicionamento político a uma figura do povo. Nem ele que é Papa sabe que pode julgar os outros. A intenção de oração desse mês é a justiça e os que trabalham em prol dela. Sérgio Moro tá nesse grupo, mas não é sobre ele!!!!!!! https://t.co/6xCFleEtXP",,"""JUÍZES DEVEM SER ISENTOS""
O Papa Francisco divulgou um vídeo nesta quinta-feira (4) em suas redes sociais ressaltando a importância da independência dos juízes e disse ainda que devem ser ""isentos de favoritismos e das pressões que possam contaminar as decisões que devem tomar"". https://t.co/WxkbLcMTA1",0
Tá rolando o agum a baiano Rss 🤤,,,0
status: 9 pessoas visualizaram seu perfil https://t.co/DOGJr5vMZd,,,0
@pocatrasada Naum entendir,gente ???????? https://t.co/1oVq7upzIr,,0
@maartinhaaaaaa amo-te muito meu amor! 🥰,Olhem só o amor da minha vida 🥰 https://t.co/zou1a31XeU,,0
"@mamaefalei Mas não confio no Sr. Francisco nem por um segundo. Até o momento, não o vi fazendo vídeo criticando ideologia de gênero, lamentando o assassinato do menino Rhuan. O que esperar de um papa que iguala pensamento comunista e pensamento cristão? Saudade de João Paulo II e Bento XVI.","@mamaefalei A esquerda sempre querendo se apropriar dos fatos, criando e distorcendo narrativas a seu bel prazer. As 12 intenções de oração para esse ano foram anunciadas pelo Vaticano em janeiro de 2019. https://t.co/d5DXJU9sWz",,0
gente https://t.co/Obs9LRUSuZ,,adivinha o signo https://t.co/q9eSC9X3OW,0
"ninguém: 

eu: https://t.co/jTJ5S5wWak",,,0
"Muito pequeno esse curintia kkkk. Digno de pena, esse rebaixado. Depende da gente pra viver és
#TardeRedonda",,,0
Depois de 5 necropsias to indo fazer uma prova exaustiva eu to pra morrer,,,0
tudo tem seu tempo galeroussss,,,0
@LuizR33 @ingridenzo00 Ela é filhote de elefante.,@ingridenzo00 Quem tem filho grande é elefante,,0
@sfc_elias ser gostoso é foda...,eu sirvo ao mestre Kanye West https://t.co/4SSVosvpeg,,0
nem parece q é chato https://t.co/kTNrVM9b94,,"oi sumido, rs https://t.co/OgJKGNhFOa",0
@StudzinskiMari Certamente,@ADemarco01 ela faz ótimas escolhas,,0
Já se sentiram quase na obrigação de ficar com outra pessoa só pra tirar uma do foco pq tu não quer te apegar nela? Kkkkkkkkkk ba q difícil 🤦🏽‍♀️🥵,,,0
Pior que esse clima de Manaus só minha vida acadêmica e financeira mesmo....,,,0
@yamihakkai to mais pra greve geral pois não aguento mais,"@marcus_b18 Queria ser o beijo grego, mas do jeito que estou, só Lula Livre",,0
as duas https://t.co/qwu1K5Saq9,,https://t.co/D1S5HhUQJA,0
"Tudo é forçado demais: Mago contemporâneo e a nova Era - confecção de vassouras místicas - alteração do dna com o poder do pensamento - gente branca e rica q se acha indígena, e por aí vai.",Amo Florianópolis mas tenho pegado cada vez mais ranço no sentido de terapias “alternativas” q me parecem uma grande mentira de gente esquizofrênica e rica só pra girar mais dinheiro,,0
Às vezes sinto-me mesmo sozinha neste mundo.,,,0
"@tretatreta_ ""Colocar no meio"" = ""Travado no rego""?
Whatever, na pesquisa eu tô no ""não"".",Minha gente quando vcs vão tomar banho e lavar o tobá vcs coloca o sabonete no meio da bunda? Kkkkkkkkkkkkkk eu coloco acho legal kkkkkkkkkkkk quem não fez faz aí é me diz kkkkkkkkkk,,0
@akagumball Suzane tbm https://t.co/xXR6smUjnN,Alma beijante é a única pessoa que pode interpretar a Ariel https://t.co/kA1HOZnmiX,,0
@Ancelmocom É sério... 😂😂😂🤣🤣Vc é babaca oq ?,"Empresário preso na Lava-Jato é mais um que mora no mesmo condomínio que Bolsonaro

https://t.co/qmHpomyYZG",,0
tao bom poder cvs com fig de novo,,,0
"Quero começar logo as aulas do CFC, estou ansiosa",,,0
E vai ter eu vestida de noiva muito bêbada dançando até o chão com meu marido. https://t.co/E6545AbnJw,,"''O dia do casamento é algo tão romântico""

Meu casamento: https://t.co/9LCJ00y1nU",0
@rayanjow vc eh tão novo n toma essa decisão ainda 😥,@menina_camilla Espera eu me castrar antes,,0
perfil visualizado por 8 pessoas https://t.co/0EkBJM8q0I,,,0
Este e um SENHOR! https://t.co/sobx5bzRbf,,"Buffon rejeitou a braçadeira de capitão e o número 1 por respeito aos colegas no regresso à Juventus, optando por jogar com o 77 que usou no Parma 👏 https://t.co/P7siRyONCq",0
"Não se passa nada, mas passa-se tudo",,,0
@longoni_angela Só jogo volei,@Borges_renaan Eu só jogo uno KKKKKK,,0
@Pocah @MTVBrasil @MTVMiawBrasil Nenhum defeito ❤️,"a crush do ano passando rsrs 
#PremiosMTVMiaw https://t.co/UXh65AhfG9",,0
@globoesportecom messi chegou a entrar em campo na copa america?,"Messi joga? Desfalcada, Argentina deve ter astros contra o Chile, na disputa pelo terceiro lugar https://t.co/97Sb8pp5Yn https://t.co/GnOqxdWOOE",,0
"O TT EXCLUIU MEU VÍDEO POR CONTEÚDO SENSÍVEL??!!!

cansei de redes sociais fodase",,,0
@Aluapoli @euviavii @NinhaaFernandes Como q é o negócio?? Kkkkkk,"@euviavii @NinhaaFernandes Kkkkkkkkkkkj sei de nada, nunca nem dei pt",,0
@marilizpj @samiabomfim Essa mania de lacração tornou o Brasil uma enterna 5• série,"@marilizpj @samiabomfim Boa @marilizpj escreveu o que estava pensando, mas não tenho sua capacidade para escrever.",,0
@quilhermeoliver fica me ignorando mas fica postando as coisas que te mando,https://t.co/rtACubxAfz,,0
droga vi um spoiler,,,0
"Explodir banco 
Sexo violento 
Beijo triplo
Ent tá né https://t.co/v16oyCveap",,"sadomasoquismo
cachaça
Rivotril https://t.co/YItnUHlM0D",0
"@clersonelton71 @ThiagoDanns @renatacottam @Ju_alves2010 @Sidneysilva75 @emilenetaina @Faah_Costa @mytatchii @AmandaMartins03 @fbala20 @VitorDrumond4 @leandro889 @LeandroJ32 @kekaroberts Noooooooooo ahhhhh não, vai deixar @ThiagoDanns",@SaulimrmRocha @ThiagoDanns @renatacottam @Ju_alves2010 @Sidneysilva75 @emilenetaina @Faah_Costa @mytatchii @AmandaMartins03 @fbala20 @VitorDrumond4 @leandro889 @LeandroJ32 @kekaroberts Kkkkkkkkkkk cara de maracujá https://t.co/1v5xV3b7pn,,0
"@absolutstefany Estão funcionando em ""horário de ferias""

Tá uma bosta, tudo reduzido",Acho que meu busão mudou de horário.... meleca,,0
Coisas q dou risada parte 626382 https://t.co/W9UKTp4qBH,,esse agro fodendo minhas verdura aff que agrotóxico,0
Adoro a foto e o facto de se notar a sirigaita ;) o Afonso deu boas estouradas nela já? —  https://t.co/jVfNyx5ltU,,,0
Trago verdades: David Luiz é um dos jogadores mais injustiçados desse Brasilzão https://t.co/CT1Wy5NKeR,,https://t.co/13gAJKW7WL,0
Esse foi um dos piores dias da minha vida,,,0
dessa vez eu me superei: dormi antes de escolher o filme,,,0
meu deus acabei de fazer aquele trabalho do capeta,,,0
@ESPNagora Respeito é bom!,"Manda sua opinião aí, fã do esporte! 🗣🗣🗣

#ESPNnasAméricas https://t.co/2T1E99DpAi",,0
@luanamalisk sim sim sim sim,a cinco passos de você um dos melhores filmes que já assisti vai se foder chorei demais,,0
tomei uma chuva hoje que só pela misericórdia,,,0
Ajuda no RT ai! https://t.co/cwWqwMwopR,,"#PUBG: Além do Brasil, a Argentina também irá representar a América do Sul na competição.

https://t.co/tEm4zH3a6o",0
a cossima tá me levando passear,,,0
"@Karol_oi Sexo selvagem, maconha, xoxota","Sexo selvagem, maconha e cigarro https://t.co/urWYoCpjvA",,0
Era só alguém pra pegar esse cineminha sábado 🙄,,,0
LINDO AMOR DA MJNHA VIDA EU TE AMO DEMAISSSS https://t.co/82sOOuqSbH,,"[#FANTAKEN 📷] 04.07.19 - Junghwan visitando seu anúncio ❤️

Cr. to owner
#프로듀스X101 #PRODUCE_X_101 #윤정환 #YoonJeonghwan #YunJunghwan https://t.co/pUofrr2oUA",0
não existe um episódio de glee no qual eu não chore,,,0
@trajaza Realmente,"Você vai ter um novo computador, eu sei que você está reclamando muito desse atual. Ele está tendo uns problemas né?",,0
Meu sonho hj em https://t.co/AUgWAon0SL,,Mas um bailinho de funkizinho não ia cair mal hj né,0
Oq adianta ser bonita e não beber corote,,,0
laercio todo castigo pra corno é pou https://t.co/F17qJjPWZV via @YouTube,,,0
@delucca E eles lindos e sarados. E apaixonados pelo onyx ...,"Uma série de homens está chamando a Sâmia Bonfim de ""feia"" e ""gorda"" por ela não ter cumprimentado o canalha do Onyx ""Caixa 2"" Lorenzoni.

Fiz uma seleção dos ""melhores"". https://t.co/tPbzaiU0M6",,0
"comprei umas calças, cortei o cabelo e a sombra, É ISSO",,,0
@rubielesantoss conseguiu carona ora ir hoje??,Exame de hj vai ser uma maravilha,,0
@Jhowtromundo26 Aí q do,@guido_julia17 tava soltando pipa mo felizao,,0
O que mudou? Por que mudou? Será que estamos condenados a não dar real valor ao que temos?,,,0
"@unicornblood_cg tou a chorar, e não é dos olhos ;(((",Sou tão linda que 5min depois parti o tele https://t.co/QUr4VVhlcx,,0
agora quero voltar pra sp kkk https://t.co/QHqGLqFrwY,,,0
quero espancar esse povo que ta tacando hate no got7 sem motivo,,,0
@crioulla_linda Vem sim amor .. cunha tá com saudade ♥️😍,Vou lá na cunha mais tarde matar a saudades @MamaeRichard 😘😍,,0
"Desde as 13h que estou no trabalho de PC. Rapazzz, tem condições isso não! Os olhos já estão se trocando",,,0
@exoxo_bls @weareoneEXO ameixa #MGMAVOTE #EXO @weareoneEXO,"CORRE EXOL Q A GENTE TÁ PERDENDO

exo tá participando de votação no MGMA e tá uma vergonha pra um fandom grande igual o nosso perder desse jeito

1 RT = 1 VOTO

5 Nomes de frutas
5 Nomes de ruas
5 Músicas
5 Séries

Usem: #MGMAVOTE #EXO @weareoneEXO

 https://t.co/REj6xvjEOd",,0
O pão de queijo não fica pronto porra,,,0
Tô viajando nas músicas de R&amp;b pqp,,,0
@sevenstarsARMY @BTS_twt fé no pai #MGMAVOTES #BTS @BTS_twt,"Começou mais uma votação armys.. vamos dar nosso melhor!

Se ver esse tweet na sua tl não ignore...

COMENTE:
O FANCHART
5 MUSICAS 
5 CORES

Fighting #MGMAVOTE #BTS @BTS_twt https://t.co/4lJ29AODUA",,0
Se indireta  e feio pra menina nova imagine pra quem é avó  para que ta feio 🤦‍♀️🤦‍♀️🤦‍♀️,,,0
"@negrinsilva Melhor colinho pra dormir. Meu melhor refúgio, te amo❤️💙","Tô aqui agarrado na razão dos meus surtos, melhor lugar possível ❤️🔐",,0
meu n acredito q vou viajar e vai estar frio,,,0
Nada com nada fi,,,0
@DeputadoFederal @Glauber_Braga @SF_Moro o cara sai do foro privilegiado???,"BAITA FALA DO @Glauber_Braga em resposta aos defensores do JUIZ LADRÃO.

O deputado do PSol ainda fez um desafio ao @SF_Moro - ele abre o seu sigilo bancário, fiscal e telefônico se o ministro da Justiça fizer o mesmo.

E aí, Moro, vai aceitar ou vai fugir de novo?! https://t.co/tONDTJzrtR",,0
@amandacostass fiquei com medo mas achei TUDO,"As vezes sinto que me tornei uma personalidade onipresente dessa ilha, não importa onde você for eu vou estar lá também",,0
"@_isatbela na vdd, a culpa é da cachaça KKKKK","@_messier_ A CULPA NÃO É MINHA, A CULPA É DA CARÊNCIA",,0
@CarlosVoltor qual o nome do filme?aaaaa,https://t.co/eaKLa4XR6A,,0
cachaça bondage e sadomasoquismo https://t.co/EGjddIw7Nr,,As três primeiras palavras que encontrar definem o que você precisa agora https://t.co/93KVLhBEvT,0
Queria tanto ver meu vô e hj n vai ter visita 😭,,,0
Tô me sentindo feia a nem viu vej,,,0
"uma coisa que eu nunca vou cobrar é reciprocidade, principalmente em amizade,  amor e atenção não podem ser exigidos ou virar uma obrigação, deve ser um ""querer"" da pessoa",,,0
seu perfil foi visto por 3 pessoas nas últimas 2 horas https://t.co/10WrM78CC2,,,0
@mamaefalei E quanto a juízes que não condenam mecenas de movimentos artificiais?,"Achei muito estranho esse vídeo do Papa. Mas ainda não justifica a esquerda usar o catolicismo dessa maneira, desde o ""showmício"" do Lula eles tentam usar líderes religiosos para validar os males que fizeram para o Brasil.",,0
10min pra eu ir embora e parece que não da 17h nunca,,,0
"pindorama é muito bom, ave",,,0
@adaobispobr @O_Raposa Pior dessa mina é a choradeira. Fala merda depois não quer aguentar o rojão,@O_Raposa Treta da Ayu que fala que branco sofre mais racismo que os negros. #ironia,,0
queria tanto viajar nessas férias,,,0
"@SanderLopes4 madruguei p elaborar esse pensamento, ngm me segura",@HellenCollares_ Filósofa,,0
"eu fiz um desenho
q nem ficou tipo TAO BOM quanto uns q eu ja fiz

mas eu fiquei tao feliz com ele
deu um negocio no coração

dps eu posto tudo c':",,,0
@xmiaxyx Também te amo muito 💖,@xxxalexa_ Amo-te tanto🥰🥰🥰,,0
nessa foto foi a época q eu só tinha canela,,,0
a saudades meu pai https://t.co/40aGpW0MMY,,minha familia aaa https://t.co/cW8YWCFXUI,0
@becasbernardini ótaria,,,0
@Bielaz Ialá. Que houve?,como diz minha amiga @amefricanah muitas vezes eu só queria ter a auto estima de um homem hetero branco HAHAHAHAHA é cada coisa que me acontece pqp,,0
"Ao meu ver, Jesus jamais pediria para amarmos nossos inimigos se Ele soubesse que não seríamos capazes ou capacitados.",,,0
@Silvaestefany24 Oq foi?,Que ódio mn 😤,,0
Chega me fazendo carinho pra você ver se eu não te expulso da minha casa https://t.co/Jb8Cp9zI0i,,,0
vi uma foto do demonio e de vdd mordi minha mochila de tanta RAIVA,,,0
"Ainda não é nem 15h e já aconteceu tanta coisa hoje que só Jesus 
Que dia, meus amigos, que dia!",,,0
@jimindade_ @sensitiveknj @BTS_twt lindos,"eu não sei desenhar nem pintar mas faço edits :)
#MadeInHopeworld @BTS_twt https://t.co/QosImUgUxa",,0
"Juro que vendo essas coisas, da vontade de ir lá na faculdade E rasgar a minha matrícula. E ir vender cinta modeladora e bermuda anti celulite. 🤦🏼‍♀️🤦🏼‍♀️",,,0
preciso encontrar mais crianças pra dar aula,,,0
@_GGlinSkt tu anda muito apaixonado allanzito,Meu casamento será kkkk https://t.co/z28rg89GrH,,0
@maridifiori Vou atribuir minhas notas: Beleza sem subterfúgios 10! Sorriso ímpar 10! Corpo natural10! Escolha do local e maiô 10! Ou seja gostei muitooooo! Bjs Mari!,Gostaram? https://t.co/1xxPgyODrg,,0
@bulbarissa mas esse não é o seu gênero?,@natyzoka para de mentir eu sei que seu gênero é o gênero-gostosa,,0
"eu só queria sair safa pra saber que sou capaz das coisas mesmo em situações críticas

pelo visto, não sou","esse período foi uma merda. Eu dei o meu máximo e sei que não foi o suficiente.

eu não tava 100% e ainda não to. Segue o baile.",,0
@mczp6ix Muito otaria,https://t.co/hDytY27Xu8,,0
"@Ale_junior155 Pia wpp, visão",@DaBalinha29 Kkkkkkk tlgd né,,0
Eu tô muito viciada nessa parte https://t.co/ULrFD4HEIP,,,0
"Cerveja sexo selvagem

Nem sei se comente... https://t.co/EWH8R3jkqF",,As três primeiras palavras que encontrar vai definir o que você precisa agora https://t.co/NgGjGiyZhX,0
preciso muito ver rei leão ngm me segura,,,0
Provavelmente eu estaria insatisfeita da mesma forma que estou hoje https://t.co/1O3oO6Y6IE,,já pensou se tudo o que vc pensa antes de dormir se realizasse?,0
@biahcor Acho q sou a única doida que lê tudo,@babirastelli só o solar.,,0
sdds de ter dinheiro pra ir na rave,,,0
Isso me dá uma saudade do rancho https://t.co/tfoK4AldhD,,"eu caindo no mesmo papinho pela 10x
https://t.co/1m5iKxMk8V",0
@NCossenzo Segundo Marília Mendonça não existe amizade de ex 🤷🏼‍♀️,pq q a amizade as vezes termina em amor? Mas o amor nunca termina em amizadeee,,0
Boa tarde https://t.co/8WaaIlufx1,,,0
@Batushkaka cara do amor da minha vida olha igualzinha,cara de quem escuta trap no quarto enquanto a família chora na sala #NewProfilePicA https://t.co/xk2Hz4xNZk,,0
"Mano desisti de mandar mensagem pro lucas ontem, hj ele veio me chamar pra sair do nada, o auge da conexão",,,0
"a historia dos meus pais é muito fanfic (apesar deles se odiarem hoje em dia), é até bonitinha etc mas resumindo: foi no show da cassia eller https://t.co/F4QNI5xpmF",,"Meu pai era o mecânico que se apaixonou pela loira que passava na frente da oficina. O chefe notou. O chefe era meu tio, casado com a irmã da minha mãe. 
""Não mexe com minha cunhada, rapa!"" 
""pô, me apresenta!""
Era bom funcionário, meu tio topou. https://t.co/b49uTRX4qM",0
@lensbfr vc eh incrível por isso q eu te amo,"Minha mãe tentando me deixar pra baixo em relação ao meu corpo

Mano ela não entende que eu AMO meu corpo e não vou ligar se engordei 2kilos ou qualquer coisa.  Vou na praia no fds sim e se eu pudesse ir pelada eu iria",,0
"Se juntar todas as vezes que minha internet caiu hoje já deu mais de 4 horas.... Vamos ver Na Live...Falando nisso... To na duvida se vou de PUBG Steam, Lite ou jogo o evento do R6",,,0
@lovatopan no espelho sou impecável agora nas fotos e pessoal hmkk bj,"gente, vcs são mais bonitos por foto, espelho ou pessoalmente? https://t.co/qbdJzrBmFk",,0
Felizmente uma boa alma encontrou e me devolveu tudo certinho,Até a carteira eu perdi hoje,,0
"@CarreiraAfonso conheço-te de vista da escola, tudo de bom!",Fav e digo algo a teu respeito,,0
@lynnwitchz Aiii vou passar obg,"@mvxarc Fica passando a escovinha nela, tipo penteando, estimula crescer",,0
Paulo Guedes é um deus https://t.co/wMnQmE6Awl,,"Paulo Guedes: “Se falta segurança pública, se faltam hospitais, se falta saneamento, esse recurso tem que descer. Não podia estar lá em cima. Nós somos 200 milhões de trouxas, explorados por duas empreiteiras, quatro bancos, seis distribuidoras de gás, uma produtora de petróleo.”",0
@ramosxzz acho q vao ser 2/3 semanas seguidas lá,"@VJezuzz Vai encerrar o arraia tlgd,deve ter so as atrações foda tlgd",,0
@tretatreta_ Toba limpíssimo! Kkkk,Minha gente quando vcs vão tomar banho e lavar o tobá vcs coloca o sabonete no meio da bunda? Kkkkkkkkkkkkkk eu coloco acho legal kkkkkkkkkkkk quem não fez faz aí é me diz kkkkkkkkkk,,0
E celular novo só semana que vem. AFF 😦,,,0
"@eulola_crf @vithmoreno Pior é vc mina "" ele nn me dá motivo"" kkkkkkkkkkkkkk parouuuuu",@tefannyrs Kklklklkkklkk @vithmoreno arrasa ela ai,,0
o ódio q eu fiquei ultrapassou barreiras https://t.co/Z4aNFJYN4Q,,"em janeiro de 2017 o tmz divulgou fotos de selena e the weeknd saindo de um restaurante italiano em santa monica, na california, e foram registrados varios abraços e beijos do novo casal https://t.co/ZHqNBb7rQ4",0
@rsallesmma @tarcisiogdf @jairbolsonaro Isso se chama competência!! 👏👏,"Com o grande parceiro Min @@tarcisiogdf alinhando medidas para dinamizar o recebimento de investimentos, nacionais e estrangeiros destinados à infraestrutura, conforme orientação do nosso Pres. @jairbolsonaro https://t.co/M4g8mOUJPt",,0
"Final do jogo:

#Grêmio 1 x 2 Vasco 

#BrasileiroSub20 

#GrêmioNovo",,,0
Krl deu certinho https://t.co/Vf1dNORSNI,,Escolha uma árvore para saber qual emoção você domina https://t.co/hTE9K94n5A,0
@leirbagggg LINDAAAA 😍😍,@neilalbertina https://t.co/mjI1YETjXZ,,0
É bom saber que há alguém que gosta de nós e têm saudades de estar connosco!,,,0
"@douglasfxavier @claudioedantas Vc é imbecil naturalmente ou fez curso pra isso. Talvez eu não tenha visto as provas, mas 9 magistrados viram. 9, eu disse Nove, N-O-V-E. Esse é o número de juízes q condenaram Lula em 3 diferentes instâncias. Vc deve ter sido o melhor aluno do curso.🤦🏽‍♂️",@Robsoncastrorj @claudioedantas Você viu as provas? Mostra aí pra gente.,,0
OUÇA RÁDIO MELODIA GOSPEL Clik Aqui: https://t.co/8LsfuyIjHO https://t.co/heL7iB5FH2,,,0
Era só alguém pra ir comigo no farrula,,,0
@Pe_pe_tro Sad nenê :^/,,,0
@mariadorosario E sobre os R$ 500 bilhões q foi desviado através do governo do PT? Vai falar sobre isso tb ?,"Compartilho com vocês esta mensagem do Papa Francisco publicada hoje, sobre a importância da justiça imparcial. Diz muito sobre o nosso tempo, e o momento que vivemos no Brasil. #LulaLivre https://t.co/ZpzOcOMBtl",,0
Esse grupo só fala de Kpop vou até sair,,,0
@willianbraga157 Vai da bom kkk muito passinho brota,@HigorSoares22 Tá com nada essa tropinha kk,,0
Acabou de publicar uma foto https://t.co/O65Xacde40,,,0
@HeitorLari @Azzyoficixl Seu cu,"@Azzyoficixl Eu sou Larissa e minha irmã é Lorraine , mais a chata é ela 🙄🤣🤣🤣",,0
@larissinhaa_22 Huhum.....,"@0021_Logan Poxa q chato, e você me ama mesmo assim 🤪",,0
@allitnics Quando sair teaser pro debut da unit eu volto,@261PCY Volta volta volta,,0
"@mohnxsaetre Que linda pqp 
Sorriso pfto",eu tinha problemas em 2017 https://t.co/OzwQ0FTREj,,0
@imcamilaunicorn @kissfuxk @misszombiestar KKKKKKKK eu falei que um hit chama outro,@kissfuxk @misszombiestar @in1997kc  olha aqui de novo kkkkkkk pior que foi só um comentário aleatório,,0
"Bruno pra mim qnd eu tava cantando: ""Só queria uma namorada normal""",,,0
"@Rhuuaan_ marco, vc vai ficar CHOCADOOOOOO, é mt merda atrás de merda",,,0
Aí é tão bom dormir a tarde todinha,,,0
Mudou a temperatura o ciático já dá um oi,,,0
"Frio: A
Eu: Sem condições, vou faltar aula amanhã",,,0
Devia ter escutado a @Brunaba16921225 “gosta nadaaaa só teatro”,,,0
HEUSHSHSHSHSUAH q vídeo ótimo https://t.co/TTo6QVw6dy,,meu maior sonho e fazer isso com minha mãe mas o medo dela infartar e maior https://t.co/2uDdEKDn5q,0
@sam43433803 @luke_priesto01 Multiplayer,@imamchishty_ @luke_priesto01 Campaign or multiplayer?,,0
linda te amo 😍😍 https://t.co/Fx7W81rcDe,,😬 https://t.co/zFfJYtZG8R,0
todos meus audios sao nesse naipe https://t.co/3lSO9N1Ojk,,pensa a cara da guria recebendo esse áudio kkkkkkkkkkkkkkkkkkk https://t.co/jRQpLiOi56,0
https://t.co/5mPIf1HYAB por favor caralho o que custa me mandar cu de gato,,,0
@andrefelgiraldo Confirmo.,"Médicos, sociólogos y astrólogos coinciden. Uribe es cáncer.",,0
Meu cabelo já desbotou,,,0
Mandei 4 pastel ali agora que se tá doido,,,0
Nenhum https://t.co/4zqsUhzXyl,,37. torce pra qual time?,0
"@GirlgroupsBR mas que desnecessário, isso vai aumentar mais ainda a rivalidade dos ggs,puts espero que esse reality não dê certo","[INFO • 03.07.19] Mnet terá um novo reality show competitivo chamado 'Queendom'.
A ideia é que seis girlgroups mais famosos lutem contra si com comebacks simultâneos. O comeback que se destacar mostrará qual girlgroup realmente é o melhor. 
O reality está planejando para agosto. https://t.co/eU4avDpNTz",,0
tudo o que eu queria era voltar a escrever,,,0
Eu tô tão ansioso pra dia 27,,,0
Corporativismo dos privilegiados - Peritos da Lava Jato acusam a líder do governo de prejudicar operação https://t.co/3MEf6rHVcv via @UOLNoticias @UOL,,,0
@wwwmlna @costajuza parece nóis,minhas amigas passam o dia todo falando mal de seus respectivos namorados pra mim e depois ficam em choque quando descobrem q eu não gosto mais deles,,0
@CrispimDouglass @ovodepassaro ai que fofooo,,,0
@crvgthinassi É Mulamba ou time que paga série B 3 vezes em pleno século 21?,"@nandovedderbelo não era nascida não, me conta ai anjo, nunca ouvi essa história rs",,0
Eu querendo comer meu cheetos em paz o povo mandando tomar remédio,,,0
@DelfimBisnetto Eu quero reverter o block do allantripalivre. Me indica seu adevogado.,Vou entrar na Justiça pra ser desbloqueado pelo Renan e pelo Bessiólogo.,,0
Tenho conseguido guido tanto em tão pouco tempo,,,0
gente por favor alguém sabe algum site sla aonde eu possa assistir a season 3 de st??,,,0
@isadpgaiola E aiiii? Deu tempo??,,,0
"meu amor, meu prazer...minha paixão é vc",,,0
@Loira_dobem é pouco mudou de lá pra cá afinal quando se fala em estruturas de poder =/,"@mateusfgoias Eles têm os deles garantidos à custa dos impostos recolhidos, o povo que trabalhe de sol a sol, mendingando oportunidades sem dignidade, até o dia derradeiro final. Como dizia Voltaire ""Um homem que não seja cozinheiro de cardeal nem ocupe nenhum cargo no Estado; é morto-vivo"".🤨",,0
Bora ricar no baile do Zanardi!?to doidinho por você linda — Nn https://t.co/ldxW6Z1WrN,,,0
"@RoseDBarros Ou é verdade esse bilete? Temos que engolir esquerdistas. Eles estão sempre certos, são Santos do pau oco! Credo em Cruz!","Advogadas vão à Justiça para que Weintraub desbloqueie professora no Twitter

Weintraub deve desbloquear a esquerdista ou não??? https://t.co/iObfbw8Hwy",,0
@Nekowmiya Oxi? Pelo menos eu termino de fazer as coisas ksksksksk,@belserionn Nazista,,0
Pago de solteira feliz mas quando chego em casa choroo,,,0
"minha mãe foi ajeitar a amiga dela pro meu pai, mas meu pai queria ficar com a minha mãe e não com a amiga dela... mamãe ficou né... https://t.co/RgkV3cCSQq",,"Meu pai foi tirar a menina q ele tava afim pra dançar mas ela tava de costas e chamou a menina errada
A menina errada era a minha mãe https://t.co/Vj2Z8EpfI7",0
doi tanto ver ela triste,,,0
O que vcs fazem quando o ex de uma amiga tá no role e ele foi babaca com ela,,,0
@jefersonamaro22 Podre mesmo kkkkkkkkkkkk,,,0
QUE HOMEM FALSO MEU DEUSSSS SE ELE MATAR ELA EU CHORO,,,0
"Números - 23.19: Deus não é homem, para que minta; nem filho do homem, para que se arrependa; porventura diria ele, e não o faria? Ou falaria, e não o confirmaria? - Bíblia JFA Offline",,,0
@lucasq29 @folha por exemplo eu achava q nao ter q mudar todo o sistema de como as pessoas se aposentam pra influenciar no valor do dolar e deixar ele flutuar livremente era liberdade,"@lenindelrey @folha mete no Google e dps veja o pq eh uma bosta abrir empresa aqui. Mas só vale pesquisar se o celular for nacional, da Positivo",,0
@juliafme12 KKKKKKKK só se você for comigo,@marmorandi Que casar..... Vai virar freira!!,,0
@_damassceno dia 13 eu acho,@benolielbtrz Qnd vai ser?,,0
eu te quis tanto comigo,,,0
"Isabella morde meu peito e depois da um sorrisão,como brigar com ela?😍",,,0
@pureendorphin_ fiquei meio em choque c o primeiro ep mas depois peguei o ritmo,Vocês gostaram de Euphoria mesmo ou é meme?,,0
