text,in_reply,quoted_text,is_sarcastic
Dia Maravilhoso para ir para PB #SQN,,,1
@zehdeabreu Baita gesto hein! Tivesse filmado teria repercussão internacional. #sqn T liga!,Acabo de queimar minhas camisas do Flamengo. Jamais voltarei a torcer por este clube de merda. https://t.co/shVb0XKGNK,,1
“Hacker” invade sistema da Petrobrás e impõe volta da política de preços de Pedro Parente. Governo promete investigar invasão. #SQN https://t.co/bm7yvjtcRP,,"Petrobras volta a poder reajustar preços dos combustíveis sem periodicidade definida.

https://t.co/H6pY8xriV3",1
Comprei uma blusa menor que Arthur e to me achando magrinha #sqn,,,1
"@zehdeabreu Tanta gente querendo comprar a camisa do Flamengo e sem dinheiro para isso, enquanto vc sente orgulho em dizer que “acaba de queimar” as suas! Realmente vc é um grande exemplo para sociedade! #SQN",Acabo de queimar minhas camisas do Flamengo. Jamais voltarei a torcer por este clube de merda. https://t.co/shVb0XKGNK,,1
"O advogado chefe do dept de patentes de uma grande empresa alemã chegou  para uma reunião na empresa onde eu trabalho, vestido com tênis de lona,  calça jeans no-name e camisa polo sem marca. Igualzinho a advogados no  Brasil. #sqn",,,1
@Desesquerdizada @folha Dá um pulinho na @ do clube é veja como ele agradou....#Sqn,"@folha O ""desgaste"" é tão grande que ele recebeu uma camisa da torcida e foi ovacionado.
Mas são os outros que divulgam ""fake news"", né Foice?",,1
"E que tal beber sem terem que ressacar no dia a seguir?? Que acham? Assim beber com ""moderação""??? Tão ver??

Adoro as vossas ressacas e pseudo ressacas.... 

#sqn #santospopulares2019 #ficaadica",,,1
@DiegoSantis11 @SF_Moro Igualzinho quando a Dilma estava no estádio e foi vaiada kkkkkkkk #sqn #BolsonaroNossoPresidente #MoroOrgulhoDoBrasil,@SF_Moro Orgulho de vcs!!! O povo fecha com quem é do povo. E vcs são dos nossos. 👏👏👏👏👏,,1
@folha Nossa que desgastado a imagem!!!! #sqn https://t.co/9txmvrn7xi,"Sob desgaste, Moro vai, de terno e gravata, ver jogo do Flamengo ao lado de Bolsonaro. Ambos vestiram camiseta do clube. O vice Hamilton Mourão, o ministro da Economia Paulo Guedes e o deputado federal Hélio Negão também estão nas tribunas em Brasília https://t.co/RxYbSZarMc https://t.co/5ARvHEE5EH",,1
"@folha -Perdoe Abel traga-o de volta. 
- Aí dentro! !
- Oiiiii respita o juiz.
- claro, o de futebol 
- U outro é só perdoar.
-#SQN 
- Mas da certo.
- #SextaTemGreve
- #infuxwetrust 
- #VazaJato 
- #LibertemLula","Sob desgaste, Moro vai, de terno e gravata, ver jogo do Flamengo ao lado de Bolsonaro. Ambos vestiram camiseta do clube. O vice Hamilton Mourão, o ministro da Economia Paulo Guedes e o deputado federal Hélio Negão também estão nas tribunas em Brasília https://t.co/RxYbSZarMc https://t.co/5ARvHEE5EH",,1
"@maurocezar @wellbertty @maurocezar qdo um Asno  resmunga.
Não gaste saliva ofereça Capim!😎
Vivemos numa época que apenas esses Fascistas acham que podem falar que podem invadir e grampear telefone de presindentas e qdo provam do mesmo remédio, tudo vira uma grande conspiração.
#SQN.
A Farsa tá caindo.",,,1
@santosmonica7 @rodrigobocardi @metrosp_oficial Nao haverá greve nenhuma. Só Comunistas incendiários forçando o povo de bem a aderir #sqn,@rodrigobocardi  e @metrosp_oficial  pessoal já temos alguma definição sobre a paralização de sexta feira?? Obrigaduuuu 😘😘,,1
"Globo se preocupa tanto com a veracidade #SQN que nunca se preocupou com as veracidades das delações, como fizeram no caso Temer e JBS. Globo está com medo q chegue nela, isso sim https://t.co/RwNeYQZ7hb",,"@ViniciusN1kolod É ótimo ver de um lado gente falando que a Globo passa pano pros dois e o outro lado dizendo que ela está atacando os dois.
Acho q a Globo deve estar fazendo a coisa certa, publicar o que está acontecendo.",1
@mmarescast De feio a ridículo quer mostrar q está tudo bem #sqn #VazaJato  #VazaMoro  @jairbolsonaro  um bosta.,"Escárnio!! Hoje! 
""Bolsonaro vai jogo do Flamengo em Brasília ao lado de Moro"" https://t.co/VBMo4BkxvI",,1
@vivobr #sqn viu?! Faz assim... lê a historinha  lá com calma e depois me conta se dá conta da missão mesmo.,"@Shimedeiros_ Shirlane, missão dada é missão cumprida! Te espero por DM! 😉💜 https://t.co/5yUsfK64x1",,1
A noite vai ser longa!! #sqn 🤣 #DiaDosNamoradosTheNoite https://t.co/rdNAHMR9vV,,,1
Achei coerente. Todo mundo já sabia que Ministro do STF é Deus. #SQN #InGodWeTrust #infuxwetrust 😆😆,,,1
"Pronto acabou o dia da falsidade. Agora voltamos para a putaria, para os chifres, para o ""eu finjo que nada aconteceu nessa porra,"" voltamos tbm de braços abertos para os talaricos e talaricas nossos de cada dia. #FelizDiaDosNamorados #SQN",,,1
Experiência jóia hoje com ifood. #sqn,,,1
"@aguedescartoon Seguro mesmo é o zap,.onde seu número fica exposto, todos os dias tem noticias de golpes, vazamentos de prints, audios e videos além do agravante de ser do facebook, que é um primor de seguraça e privacidade. 
#SQN 
Não adinta colocar o cadeado no portão e não fecha-lo!","É sempre com o Telegram, mas é seguro, tá bom amiguinhos? Podem continuar usando isso aí.

https://t.co/cqrjGLakUH",,1
"Pelo jeito hoje a galera não tá comemorando os 3 pontos, mas sim a foto do Presidente e do Ministro! TaOkey! #SQN",,,1
@zehdeabreu Olha aí outro que vai fazer falta... #sqn https://t.co/5U8gnH4ZcW,Acabo de queimar minhas camisas do Flamengo. Jamais voltarei a torcer por este clube de merda. https://t.co/shVb0XKGNK,,1
"@jairbolsonaro O Moro está isolado..... kkkk #sqn @senadorhumberto @jandira_feghali @gleisi 

Enquanto isso o Curintia, time de ladrão levou um coro do meu @SantosFC","- 12 de Junho. Estádio Mané Garrincha, Flamengo x CSA. https://t.co/oxN9FEYVph",,1
@allantercalivre @joicehasselmann @joicehasselmann trabalha mas fazendo a cama pro comuna @jdoriajr ; pretendente ser Presidente #SQN . Comunistas jamais!,Por que ninguém lembra da @joicehasselmann quando isso acontece? https://t.co/7SKvdu6nZG,,1
@thatgusmartin @RaquelBlak @FlavioDino Sem duvida o grande Maranhão é o melhor lugar do brasil pra viver #sqn,"@RaquelBlak @FlavioDino Lástima? Procure se informar. O Maranhão hoje é um lugar muito, MUITO melhor. Quem vota mal é paulista, que vota em Dória; e carioca, que vota em Witsel.",,1
"Invadiram as minhas redes sociais  também sumiram várias foteeeenhas e postagem antigas também..🤔😊😳.
#Sqn https://t.co/jglU5UtqTQ",,,1
"@locas3g Afinal a Câmara de Belém tá com tudo em dia. Ônibus perfeitos, coleta de lixo padrão, a cidade parece primeiro mundo! #sqn",O pior é que hoje vai estar em Belém recebendo o título de cidadão honorário https://t.co/tkrH6jQlAL,,1
@_AlexGavea_ @folha Né? As vaias são ensurdecedoras #SQN,"@folha o vídeo mostra um desgaste imeeeeenso kkkkkkkkkk 

GRANDE NOITE 👍🏻❤️🖤 https://t.co/9R2IVlFqhz",,1
Conta boaaaa #SQN #PokerStars https://t.co/Go0YxHxeow,,,1
"@aguedescartoon Será que o @reinaldoazevedo vai mostrar aquele audio  do Gilmar Mendes  ligando para o corrupto Sinval Barbosa ? Bem interessante aquelas tratativas. Honestas e republicanas #sqn 
Vaza vai....","Que triste fim de carreira deste senhor: rastejando pra ganhar atenção divulgando conteúdo de conversas privadas. Logo ele, que foi flagrado declamando poeminhas pra irmã do Aécio Neves e combinando pautas. https://t.co/wEDOcetvZZ",,1
"@catheusmastro Tá de sacanagem, só pode. Um ícone da música.#sqn",Impossível escutar e não ficar encantado https://t.co/8MWpo6x69Z,,1
@Guilhervato Vem Catrina kkk #sqn Deus né livre kkkk,,,1
Coerência... #SQN https://t.co/opmq2MkWmC,,"Vergonhoso o Flamengo e sua comunicação. Se esse funcionário de camisa pólo e o vice de futebol tiram foto com políticos, ainda mais numa semana como a que vivemos, problema deles. Mas o Twitter oficial do clube compartilhar isso como algo oficial? Depois da nota oficial abaixo? https://t.co/YJrwnkEs1b",1
"@rj_rangel É muito ódio..
Kkkkkkkkk
#sqn",,,1
"@Estadao @EstadaoEconomia Dia e horário comercial, infernizando a vida de quem trabalha e quer trabalhar, em prol de uma causa subliminar #lulalivre #sqn. Participar é um ato de apóio a criminosos presos e pré candidatos a prisão. Sexta feira dia 14 é o dia em que eles exaltam o ""Nós contra os Outros"" 😟","Convocação à greve geral de sexta-feira chega aos tranding topics, no Twitter https://t.co/REzrPU2zWo (via @EstadaoEconomia)",,1
"@_AlexGavea_ @Flamengo Nossa, vai fazer uma falta... #sqn https://t.co/qJdE6V7WOL","acabou pro @Flamengo, a Elisa acaba de mudar de time 😥 https://t.co/50orsuu0ls",,1
@PresidenBr @folha Dá pra ver como a figura dele tá bem desgastada mesmo.....kkkkk. #sqn,@folha Q desgaste? Kkkkkkkkkk,,1
@mittoso Se já é bom em dias normais imagina hj #sqn #odeio #flanelinha,"DICAH

quer jantar com o mozao? podem ir lá na praça do pq das laranjeiras 😍😍 não tá NEM UM POUCO lotado 🤯 

tem mt vaga pra estacionar!!!! de fazer inveja

zero caos, confia em mim, tava DESERTOH sim!!!!!!!! 

divirtaose https://t.co/PJG92Q5Fxd",,1
"@JorgeOl56925488 @jairbolsonaro @SF_Moro Vai lá macho apaziguar uai...
Já que vc é o bichão, vai lá e fala a boca do ministro e do presidente.. #sqn vc é um bundão, me esqueci.","Enquanto @jairbolsonaro e o ministro @SF_Moro se divertem vendo o jogo do Flamengo, a população da Maré (RJ) sofre com tiroteios entre policiais e bandidos. Presidente e ministro inúteis!!",,1
Realmente o presidente e o ministro estão com as relações abaladas #sqn https://t.co/Uj7SKBES9Q,,,1
@HaddadDebochado Insentão. #sqn. #infuxwetrust https://t.co/5OALiblSWt,Mas olha que coincidência...#infuxwetrust https://t.co/3R37vAK89K,,1
"A piada é ruim vai... Mas o Sasha aprendeu a marcar gol com o o Pelé, pai dele com a Xuxa? Kkk #SQN #SANXCOR #SantosFC",,,1
1- Nao podemos jogar com jogador improvisado na posição 2- Junior Urso parou dejogar ja faz algum tempo ja 3- Jadson perdidinho no meio campo... Ó resultado ta ai 1x0 pros cara ja .. Parabéns @Corinthians #sqn !!,,,1
"E a gestão PTista nos deixa+uma marca indelével de ineficiência e onerosisade do Estado. OS conselhos populares federais ñ poderão ser dissolvidos. Ficará um grupo custando ao povo,em conselho consultivo,q ñ será ouvido, mas fará barulho. Parabéns aos envolvidos @STF_oficial #sqn",,,1
@jairbolsonaro Muito ético...#sqn 🤔 esperando a @CFOAB agir!,- O advogado de Adélio Bispo diz que o mandante do atentado contra Jair Bolsonaro é quem paga seus honorários. https://t.co/VChva4lkyd,,1
"@bras_alle Sensacional❣
É muita rejeição gente, né? #Sqn","VEM VER GENTE!  
A REJEIÇÃO QUE O PRESIDENTE E O MINISTRO MORO SOFRERAM NO MANE GARRINCHA AGORA À NOITE! 
ACHO QUE EU SOU A ÚNICA PESSOA DO PAÍS QUE AINDA AMA OS DOIS!  
😂😂😂😂😂❤❤❤❤😍😍😍😎😎😎😎 MUITA MITAGEM https://t.co/0Xh6QNv7Zr",,1
"@quelllferreira @lucyleoS2 @kaymaste @OhanaKay Migaaaaa te conheço a tempos,..mas vc já tá quase me fazendo acreditar nisso...😂😂😂😂..#sqn kkkk",@CarmemVenturino @lucyleoS2 @kaymaste @OhanaKay Tenho certeza absoluta 😂😂😂😂,,1
Um primor de organização! #SQN :D https://t.co/j4obfYEiwi,,,1
"@CBF_Futebol  isto é uma VERGONHA!!! ABSURDO! A tecnologia do var veio pra acabar com este tipo de coisa..#SQN 

#BBMP https://t.co/hQBdHXDEMX",,👍🏽 https://t.co/8RR9T58VSh,1
@ggreenwald Não pode faltar deboche #VazaJato  #HackerAqui #GloboCúmplice #infuxwetrust #sqn,"Toda a mídia brasileira e internacional (exceto uma): revelações chocantes sobre o comportamento impróprio do ministro da Justiça Moro e da força-tarefa Lava Jato: explicamos o que os documentos mostram.

Globo: HACKERS !!!!",,1
A população se revolta com o Sérgio Mouro...kkkk #SQN https://t.co/V2TDTyuFrp,,,1
"@deltanmd, fizeste curso de estenotopista? Em um intervalo de 1 segundo, digitastes mais de 50 palavras, parabéns pela agilidade. #ironia #InFuxWeTrust #naoefakenews #sqn https://t.co/FTcjEzwvdt",,,1
"@siloahjesseni Será se foi carrasca? Eeeita.. só digo uma coisa, o encordoamento 0.11 vai deixa suas mãos macias de princesa a coisa mais linda #sqn kkkkkkk (brincadeirinha, melhor professora e pessoa)☺️","@diiigr Meu medo de tu se vingar como professor só pode ser minha mente dizendo que eu fui carrasca com vcs, socorro hahahaha",,1
"Jantar sincero, romântico e saudável. ..
#namorados
#jantarromantico 
#SQN https://t.co/sPtEv5Hvut",,,1
@JovemPanNews @paula2ag Igualzinha a recepção da Dilma #sqn kkkll,Jair Bolsonaro e Sergio Moro são ovacionados por torcedores no estádio Mané Garrincha; assista https://t.co/cghKmq2qz2,,1
"Nossa olha como o Moro tá apavorado por causa do ""Verdevaldo"" #sqn 🤣🤣🤣🤣
#Dia30EuVou 
#EuToComOMoro https://t.co/J0iftBeSVg",,"Também no Mané Garrincha, Bolsonaro e Moro vestem camisas do Flamengo jogadas por torcedores; público aplaude https://t.co/DEFqN7d0lO",1
"@deltanmd Parece até verdade #sqn.
Lula teve o julgamento mais rápido da história, #MoroCriminoso  vazou conversas de presidente, ex presidente e familiares, entre outros  crimes. Não cola Dallagnol. Pára que tá feio.","Como coordenador da Lava Jato em Curitiba, venho prestar esclarecimentos à sociedade sobre os recentes ataques à força-tarefa: https://t.co/UjGIK0dRxb",,1
@TheInterceptBr @SF_Moro @deltanmd @STF_oficial @LuizFux @reinaldoazevedo Parece verdadeiro meu jovem #SQN #MoroOrgulhoDoBrasil,"Em novos trechos do chat privado com o então juiz @SF_Moro, @deltanmd Dallagnol menciona uma conversa com o ministro do @STF_Oficial, @luizfux. Moro responde: “In Fux we trust”. O diálogo foi divulgado no programa de @ReinaldoAzevedo  https://t.co/0CFzQjMjgX #VazaJato https://t.co/q48cfQs1U2",,1
É o amor...#SQN https://t.co/ih6SRbsm7L,,,1
"Feliz dia dos namorados #SQN 

Primeiro elas satisfazem o macho na rua, Depois voltam pra ser macho da esposinha.

Sempre irei dizer, puta será sempre puta!

Beijo na cucetinha minhas vadias!

@LUCAS__LUCASS https://t.co/QGgVWoQV6k",,,1
"#infuxwetrust #SQN!
#vazajato #LibertemLula
#MoroCriminoso

No aguardo de novas reportagens do The Intercept! O governo pira.",,,1
"Eu espero sinceramente que o @podcastcma não tenha encerrado essa temporada. Pois, se tem alguém que merece um episódio todo especial, é a Sara Sonaya. Que espetáculo essa mulher!
🤣🤣🤣
#sqn #CdMA
 https://t.co/N4qqybblzo",,,1
"""De acordo com o Instituto de Pesquisas Bolsonaro (IPB), cidadão armado reduz a criminalidade no Brasil!"" Nunca deixo de me surpreender com essa brilhante família 👏👏👏👏 #sqn https://t.co/2Vp99GDXbo",,"Cidadão armado faz bandido ter medo de invadir nossas casas ou roubar nosso patrimônio na rua. Quanto mais difícil for a vida do vagabundo, menor será a criminalidade. https://t.co/zTDJTp9eep",1
"@aldeia_noticias Fui eu! Próximo jogo só entra os parça 😂 #sqn 
Deus me livre, mas quem me dera",Petraglia venceu. Sonho de dirigente se realiza e um único torcedor compra todos planos de sócio do Athletico https://t.co/FyRMHv17Eb,,1
"Senador Jacques Wagner, do PT,  apresenta emenda para DIMINUIR de 12 para 5 anos a pena máxima do crime de CORRUPÇÃO.
Parece brincadeira, #sqn
#EuToComOMoro",,,1
@carloscezarcjr Pra que? É a OAB. SENHORA SUPREMA DA VERDADE E HUMILDE CONHECEDORA DA PORRA TODA. #SQN,"No mínimo estranho a OAB recomendar o afastamento de Moro é Dellagnol só pela reportagem que não mostrou prints, nem provas.
 
Quem tem certeza que a reportagem diz a verdade? 

Quem tem certeza que não forjaram conversas?

A OAB não deveria se certificar disso antes?",,1
"Atacar um crítico renomado, é a maneira mais inteligente de apoiar um fav. #SQN",,,1
@Lhassum Coisa de loko #sqn,Como é que tá sendo o Dia dos Namorados de vocês???,,1
"@FlavioDino Governador, será que é por cause de juizes como o sr.que o nosso  Brasil é considerado o país mais seguro do mundo para se viver? #SQN
Pelo seus dizeres, quando foi juiz federal, faltou-lhe mais atitude e vontade de fazer esse pais mais seguro para o cidadão brasileiro.","Fui juiz federal por 12 anos e nunca:
1) mandei no Ministério Publico; 
2) determinei que procuradora fosse fazer “treinamento”;
3) opinei sobre ação penal antes de ser ajuizada;
4) orientei procurador sobre como produzir provas;
5) mandei descumprir decisão de desembargador.",,1
Moro e Dallagnol a história se encarregará de vomitar em suas lápides. #VAZAJATO #InFuxWeTrust #sqn,,,1
Muito boa atuação do Alto do Pina! Este ano o meu coração está dividido entre a Bica e a Mouraria. #Sqn #MarchasPopulares https://t.co/0KO0plyrfX,,"As Marchas Populares já estão a descer a Avenida!
Noite de festa em #Lisboa
@festasdelisboa #stantonio #MarchasPopulares https://t.co/EqUuJxH3FX",1
"@McledisonF Ehhhh eu sou muito pra casar 
#SQN","@voltanobree Vc é do tempo que mulher tem que ser tratada como uma dama ,do tipo que é raro achar .",,1
Pra que lava jato? Chama o cara da TI que o problema do Brasil são os hackers.#SQN #VazaJato,,,1
"Sou mulher, negra, professora e pobre, então eu só posso ser de esquerda.#SQN. Sou indivíduo pensante. #Dia30EuVou https://t.co/jpwuPZAUSJ",,,1
"@hevertonfutebol Nofa  ! 
Estou chocado !!
É muita grave fazer trocadilho com ministro do STF !
#SQN",Xiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii https://t.co/emymKpsAhr,,1
"Nooosssaaaa!!!!! Jamais imaginei o Fux.... Jamais....
#SQN https://t.co/gzNIMerrDY",,"Mensagens revelam ligação de Moro e Dallagnol com ministro Fux, do STF https://t.co/fNoMsCuLBl",1
"Eu também tenho um gato, e um cachorro eu me olha apaixonadamente. 🥰

.
To quase “igual que nem” vocês que tão aí tudo postando foto com os “mozão” #sqn tô mais pra faixa escrito: “Vasco campeão”, encalhada… https://t.co/S7k7jSApMi",,,1
@tharssopinheiro Não é? Quanta gente comprometida. Chocado! #sqn,De onde surgiu tanto casal?? Vocês tavam namorando escondido?,,1
@MarcioBotharo Quem manda é o Bolsonaro #sqn,@marceellows Kkkkk pq,,1
@sinistrodibres @sepmadu Deve ser bom estar ao lado dela #sqn,@eugiovanaaa @sepmadu Hahahaha mulher dorme de calça jeans até se ele não quiser ir nos lugares que ela curte,,1
@benebarbosa_mvb Que beleza. #sqn #MinhaArmaMinhaVida,Bancada evangélica teria fechado questão CONTRA o decreto presidencial.,,1
"@HenriqueFontana @TheInterceptBr Nossa, que escândalo! Hahahahaha, #SQN.
Só babacas que não conhecem como funciona a justiça acham um escândalo essas mensagens. 
Nada mais comum do que advogados e procuradores irem aos gabinetes despachar questões de interesse de seus clientes. Vocês são patéticos.","#ESCÂNDALO Revelados novos trechos do diálogo entre Moro e Dallagnol.
@TheInterceptBr #RenunciaMoro #InFuxWeTrust #LavaJato #VazaJato https://t.co/Rfxf6bEpXw",,1
"Nossa, o Moro disse “In Fux we trust”, é muito grave isso! Lava-jato vai acabar depois dessa... #sqn #EuApoioALavaJato",,,1
@g1 Logo a @RedeGlobo estará na berlinda e pra se precaver está tentando desconstruir e deslegitimar as denúncias do @TheInterceptBr #sqn #VazaJato  chegaram pra por um basta nessa promiscuidade instalada,Força-tarefa diz que diálogos inteiros podem ter sido forjados ==&gt; https://t.co/QO1X7pUPI2 #G1,,1
@jairbolsonaro Nossa... que caras mais românticas. #sqn,Feliz dia dos namorados! 👍 https://t.co/e1svTppojj,,1
"@iseeyasucker @ggreenwald Nossa, sério? Se candidata a ministra da economia que teu presidente tá perdidinho. Que talento desperdiçado rs #sqn","@renatasabrine @ggreenwald ações tem consequências não somente imediatas, varias aberrações de preço de hoje são culpa do péssimo governo que ele fez, ou somente correções de mercado para com produtos que o próprio governo Lula destruiu a oferta como por exemplo energia, educação e petróleo",,1
@o_antagonista Agora sim foi incriminador! #sqn,,,1
@carlittos74 DM eficiente este do Grêmio hein! #sqn😏😏😏,Como Grêmio vai engatar uma recuperação com mais de meio time do DM com problemas físicos?,,1
@tecomedina Agora vai... #Sqn,PSDB fecha questão sobre a Reforma da Previdência !!,,1
Saudades dos meus alunos #sqn,,,1
Mensagem da minha mãezinha mariamarianodelgado me lembrando qto meu pai era romântico #SQN kkkk Te amo mãe https://t.co/XsUFNqPs0w,,,1
"Af, jurava que o @JorgeNu58478442 era uma fonte confiável de informações. #sqn #eFootballPES2020 https://t.co/8QAG6VazkH",,"@GalvaniRenan Ué, mas nosso amigo Jorge disse que a EA proibiu a Konami de colocar as segundas divisões no PES. 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣",1
"@UPenalista Sabe que esse “outrossim “ me chamou a atenção? Vc já viu alguém de TI (como ele/ela informa ser) usar essa expressão??? #SQN
Vamos aguardar. Não me causará nenhuma surpresa...","E o hacker finalizou com :

Nestes Termos,
Pede deferimento por ser medida da mais lídima JUSTIÇA!!!!!! https://t.co/R6FUwCAfoI",,1
@deltanmd Pronto tá explicado! #Sqn,"Hacker segue invadindo perfis, criando falsas conversas (fraudando mensagens) e tentando criar armadilhas para atacar a Lava Jato. https://t.co/OMZaU4iXF9",,1
@cauemoura JOGO DE CINTURA #SQN,HAJAJEJAJEJAHDHS TÁ EM CHOQ https://t.co/4u1gJqYNIC,,1
"Internet com velocidade de ""discada"". Nada como matar a saudade do início dos anos 2000. #sqn",,,1
"@blogdopannunzio @ggreenwald Esse daí não sabe ser  demente sozinho, quer que o Brasil todo seja demente junto.  #sqn","Quem disse que foi um hacker quem obteve as mensagens? Ao que me consta, o @ggreenwald jamais mencionou que o material veio de um hacker.",,1
"@pauladeboni_ @joicereis_ @augustobeckman @Desesquerdizada @ggreenwald @policiafederal Sim... esse The Intercept jogou para o mundo que o Bolsonaro mandou matar a Marielle e é miliciano...

Honestidade 100%
#SQN","@joicereis_ @joanabuas @augustobeckman @Desesquerdizada @ggreenwald @policiafederal Essa caneta aí divulgou que o Haddad comemorou o 11 de setembro. Não adianta, eles são desonestos e acreditam no que querem ..

Só sabem jogar baixo",,1
"@stanleyburburin @WaldenirXavier Tadinho gente, vcs não entenderam que foi o rack que entrou no celular dele e apagou? #SQN 😀😀😀😀😀","Huck apagou retratos dele com:

1) Aécio;
2) Alexandre Accioly;
3) Joesley Batista, dono da Friboi;
4) Eduardo Cunha;
5) Moro.

São esses que me lembro. https://t.co/awIoP8Dklw",,1
@CanalBolaFora @ViniCRF30 Tá voando nos bambis né? #Sqn,"@ViniCRF30 Hernanes também não jogava. Aí se tivesse a oportunidade de trazer o Hernanes não iria querer? ""Ain, Hernanes ta na China, nem joga direito lá """,,1
"""Funcionários de TI"" não tem ideologia então? Não tenho ideologia, então! #SQN https://t.co/eDaPhT6o9J",,,1
@SF_Moro Parabéns.... #sqn https://t.co/3foRqHHvHQ,Agora a matéria completa. https://t.co/NFwAHBrOQK,,1
Adoro quem finge preocupação... #Sqn,,,1
"Olha filhotes de ONU aí!
Essa instituição tão pura, tão justa!
#SQN https://t.co/4sHj2B6LQP",,Ex-chefe da ONU é condenado por pedofilia no Nepal https://t.co/YwP4Rz6Dw8,1
tantos tt dizendo q tenho cara de médica q da até vontade de tentar medicina #sqn kkkkkk,,,1
"@LucasRanngel Uhuuu, o amor é lindo!!! #sqn https://t.co/FAYXsuUA2z",eu tentando desviar das fotos de casais no feed 😂😂 marca os amigo solteiro que tão na mesma https://t.co/wQwFLzEoyz,,1
Brincadeira de Criança #sqn https://t.co/H1Y2rrqYgi,,,1
"Comemorando o Dia dos Namorados fazendo o que a gente mais odeia. #SQN
#XMenFênixNegra https://t.co/qWqRf9ob9S",,,1
"@Metropoles Caray fera.... precisava nem ser namorada. Uma fofa ela, né non? #sqn #maisvoce #leviana","O Mais Você desta quarta-feira (12/06/2019) surpreendeu os telespectadores. Para celebrar o Dia dos Namorados, Ana Maria Braga promoveu um jantar romântico para um casal desconhecido. O que era para ser só sucesso, foi um ENORME fracasso. Assista! https://t.co/Q4jt8n9fXm",,1
"@senadorhumberto Ele me disse que iria deixar e colocar uma pessoa ""honesta"" no lugar.... @LulaOficial #sqn 😂😂😂😂😂😂","Moro, saia daí e deixe o Ministério da Justiça para quem realmente esteja comprometido com essa pauta, que não faça dessa pasta um trampolim para satisfação de ambições pessoais futuras.",,1
"A parte mais chata do dia a dia é chegar em casa e limpar casa, isso definitivamente não é p mim, que saudade de morar com a minha mãe #sqn kkkkk",,,1
"Até os furries no palácio do Planalto!? Curti, vou ser político furry💙🐺.#sqn https://t.co/N3VkYEoYqe",,,1
"Só agora eu reparei que as introduções de ""Day Tripper"", dos Beatles, e ""Dentro do Carro"", do Kevin o Chris, são praticamente iguais. Seria massa ver o Paul McCartney cantando essa música #sqn",,,1
"""Não queremos transformar o país em um bangue-bangue"". Disseram os parlamentares com direito a segurança, apartamentos funcionais vigiados, protegidos pela polícia legislativa, casas com vigias...
Assim nem eu quero armas nas ruas.. #sqn
#MinhaArmaMinhaVida 
#EuToComOMoro",,,1
"Pra você. Agarrado naquela ação que só cai e você não se desfaz dela de jeito algum pondo em prática praticamente todos os vieses cognitivos e emocionais.

Quem nunca? 
Só no amor para manter tais ações. Feliz dia. #sqn",,,1
@bicmuller Trânsito e armas é uma combinação muito boa. Parabéns aos envolvidos. #sqn,FREUD CORRE AQUI https://t.co/RwdYqUC9vC,,1
@jornalnacional Sério que chegaram a essa conclusão? Meu Deus! Eu nem percebi isso #SQN https://t.co/ySCb6D7ryQ,Polícia Federal suspeita que a invasão de celulares de Sérgio Moro e de procuradores da Lava Jato foi uma ação orquestrada: https://t.co/Rsxu3f0xA0 #JN,,1
"Eduardo Cunha: preso
Sérgio Cabral: preso
Geddel Vieira Lima: preso
Henrique Eduardo Alves: preso
Luiz Argôlo: preso
Gim Argello: preso
Antônio Palocci: preso
Lula: preso

Tudo preso de mentirinha, claro, pq a Lava Jato é fake. #sqn #EuApoioaLavaJato",,,1
"@powercouple Que peninha #Sqn
Trapaceou msm... o resultado foi terminar as provas zerada... fala mal msm.. agora aguenta a verdade!",Mariana chora após desentendimentos com colegas - RecordTV #PowerCoupleBrasil https://t.co/zhX8hgDRS8,,1
"Um dia bem produtivo 🙃
#SQN",,,1
"@senadorhumberto O PT é um exemolo de honestidade e caráter. #SQN
#QuemMandouMatarBolsonaro 
#CPIdoHacker 
#MinhaArmaMinhaVida 
#lulanacadeia","Diante dos graves desvios de conduta e escandalosas infrações, Moro é um ministro refém dos próprios atos. https://t.co/uM3ab13VzM",,1
"Aí eu chego em casa e encontro isso. 
Vou dizer o quê, além de...
AMEI!!! ❤
Logo eu, que nem gosto muito de chocolates.  
#sqn. 😜
Topadíssimo o jantar mais tarde, baby! 
Adorei a surpresa!!!
😘😘😘😘😘 https://t.co/SGCviudIvv",,,1
@BlogdoNoblat Ninguém solta a mão de ninguém... #sqn,"Ibaneis, governador do Disatrito Federal, critica conversas de Moro e Dallagnol: “Tramando condenações”
Segundo o governador, diálogos entre o ministro e o procurador abalam a Operação Lava Jato e a credibilidade do Judiciário https://t.co/LJJcyRZ7pJ https://t.co/tJZwaPrmZR",,1
@JornalOGlobo @BelaMegale Acredito kkkkkkkkkkkkkk #sqn,".@BelaMegale: Hacker invade grupo do Conselho do Ministério Público, veja a mensagem. https://t.co/yoWzvyGENV",,1
"@GalvaniRenan Mal posso esperar pro meu adversário fazer essa comemoração quando eu tomar gol aos 90' kkkkk #sqn 
Zuera a parte, mo da hora essa daí kkkkk",Nova comemoração hahahahaha #PES2020 https://t.co/HKWArmpcba,,1
